"pos";"variable";"label";"value_labels"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3333] ARBEITS-/PERSONALVERMITTLER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3334] IMMOBILIENMAKLER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3339] FACHKRAEFTE, UNTERNEHM. DIENSTL., A.N.G."
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3341] SEKRETARIATSLEITER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3342] SEKRETARIATSFACHKRAEFTE, JURISTISCH"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3343] SEKRETARIATSFACHKRAEFTE, GESCHAEFTSLEITUNG"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3344] SEKRETARIATSFACHKRAEFTE, GESUNDHEITSWESEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3352] FACHKRAEFTE, STEUERVERWALTUNG"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3353] FACHKRAEFTE, SOZIALVERWALTUNG"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3354] FACHKRAEFTE, STAATL. GENEHMIGUNGSSTELLEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3355] POLIZEIKOMMISSARE/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3359] FACHKRAEFTE, OEFFENTL. VERWALTUNG, A.N.G."
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3411] NICHT AKAD. FACHKRAEFTE,  RECHT"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3412] NICHT AKAD. FACHKRAEFTE, SOZIALPFLEGE"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3413] ORDENSSCHWESTERN/- BRUEDER"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3422] SPORTLEHRER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3423] TRAINER/-INNEN, FITNESS U. ERHOLUNG"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3431] FOTOGRAFEN/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3432] RAUMGESTALTER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3434] KUECHENCHEFS/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3435] SONST. FACHKRAEFTE, GESTALTUNG/KULTUR"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3511] TECHNIKER/-INNEN, BETRIEB V. KOMMUNIKAT."
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3512] TECHNIKER/-INNEN, ANWENDERBETREUUNG"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3513] TECHNIKER/-INNEN, COMPUTERNETZWERKE"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[3522] TELEKOMMUNIKATIONSTECHNIKER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[4110] ALLGEMEINE BUEROKRAEFTE"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[4120] SEKRETARIATSKRAEFTE (ALLGEMEIN)"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[4132] DATENERFASSER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[4211] BANK- U. ANDERE SCHALTERBEDIENSTETE"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[4214] INKASSOBEAUFTRAGTE"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[4221] REISEVERKEHRSFACHKRAEFTE"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[4222] KUNDENINFORMATIONSFACHKRAEFTE/CALL CENTER"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[4223] TELEFONIST/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[4224] HOTELREZEPTIONISTEN/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[4225] AUSKUNFTSPERSONAL"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[4226] EMPFANGSKRAEFTE (ALLGEMEIN)"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[4311] BUEROKRAEFTE, RECHNUNGSWESEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[4312] BUEROKRAEFTE, STATISTIK/VERSICHERUNGSWESEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[4313] BUEROKRAEFTE, LOHNBUCHHALTUNG"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[4321] FACHKRAEFTE, LAGERWIRTSCHAFT"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[4322] BUEROKRAEFTE, MATERIAL-/FERTIGUNGSPLANUNG"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[4323] BUEROKRAEFTE, TRANSPORTWIRTSCHAFT"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[4412] POSTVERTEILER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[4416] BUEROKRAEFTE, PERSONALWESEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[4419] BUEROKRAEFTE, A.N.G."
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5111] REISEBEGLEITER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5120] KOECHE/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5131] KELLNER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5141] FRISEURE/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5142] KOSMETIKER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5151] HAUSWIRTSCHAFTSLEITER/-INNEN, BUERO/HOTEL"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5153] HAUSWARTE/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5164] TIERPFLEGER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5165] FAHRSCHULLEHRER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5211] VERKAUFSSTAND- U. MARKTVERKAEUFER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5221] LEITER/-INNEN, EINZELHANDELSGESCHAEFT"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5222] VERKAUFSAUFSICHTSKRAEFTE, HANDELSGESCHAEFT"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5223] VERKAEUFER/-INNEN, HANDELSGESCHAEFT"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5230] KASSIERER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5244] TELEFONVERKAEUFER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5311] KINDERBETREUER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5312] LERNBETREUER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5321] PFLEGEHELFER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5322] HAUS- U. FAMILIENPFLEGER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5329] BETREUUNGSBERUFE, GESUNDHEITSW., A.N.G."
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5411] FEUERWEHRLEUTE"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5412] POLIZISTEN/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5413] GEFAENGNISAUFSEHER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[5414] SICHERHEITSWACHPERSONAL"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[6113] GAERTNER, SAAT- U. PFLANZENZUECHTER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[6121] NUTZTIERHALTER/-INNEN (OHNE GEFLUEGEL)"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[6130] LANDWIRT/-INNEN, ACKERBAU U. TIERHALTUNG"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[6210] FORSTARBEITSKRAEFTE"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7111] ROHBAUFACHARBEITER/-INNEN, HOCHBAU"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7112] MAURER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7114] BETONOBERFLAECHENFERTIGER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7115] ZIMMERLEUTE U. BAUTISCHLER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7119] BAUKONSTRUKTIONSBERUFE, A.N.G."
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7121] DACHDECKER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7122] BODEN- U. FLIESENLEGER/INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7123] STUCKATEURE/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7125] GLASER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7126] BAUSPENGLER/-INNEN/INSTALLATEURE/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7127] KLIMA- U. KAELTEANLAGENBAUER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7131] MALER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7132] LACKIERER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7212] SCHWEISSER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7213] BLECHKALTVERFORMER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7214] BAUMETALLVERFORMER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7222] WERKZEUGMECHANIKER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7223] WERKZEUGMASCHINENEINRICHTER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7231] KRAFTFAHRZEUGMECHANIKER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7232] FLUGMOTORENMECHANIKER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7233] INDUSTRIEMASCHINENMECHANIKER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7312] MUSIKINSTRUMENTENBAUER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7313] SCHMUCKWARENHERSTELLER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7315] GLASMACHER/-SCHNEIDER/-SCHLEIFER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7317] KUNSTHANDWERKL. BERUFE, HOLZ/KORBWAREN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7322] DRUCKER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7411] BAUELEKTRIKER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7412] ELEKTROMECHANIKER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7413] ELEKTROLEITUNGSINSTALLATEUR/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7421] ELEKTRONIKER/-SERVICETECHNIKER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7422] INSTALLATEURE/-INNEN, INFORMATIONSTECHN."
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7511] FLEISCHER/-INNEN U. FISCHHAENDLER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7512] BAECKER/-INNEN U. KONDITOR/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7513] MOLKEREI- U. KAESEREIFACHKRAEFTE"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7522] MOEBELTISCHLER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7523] BEDIENER/-INNEN V. HOLZBEARBEITUNGSMA."
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7533] NAEHER/-INNEN U. STICKER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7543] PRODUKTTESTER/-INNEN (OHNE NAHRUNGSM.)"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[7549] HANDWERKSBERUFE, A.N.G."
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8111] BERGLEUTE U. GRUBENARBEITER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8114] BEDIENER/-INNEN,  HERST. V. ZEMENT"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8121] BEDIENER/-INNEN, METALLERZEUGUNG"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8131] BEDIENER/-INNEN, CHEM. ERZEUGN."
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8141] BEDIENER/-INNEN, GUMMIWAREN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8142] BEDIENER/-INNEN, KUNSTSTOFFWAREN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8151] BEDIENER/-INNEN, SPINNMASCHINEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8153] BEDIENER/-INNEN, NAEHMASCHINEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8160] BEDIENER/-INNEN, HERST. V. NAHRUNGSMIT."
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8171] BEDIENER/-INNEN, ZELLSTOFF-/PAPIERHERST."
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8183] BEDIENER/-INNEN, VERPACKUNGSMASCHINEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8189] BEDIENER/-INNEN, SONST. MASCH., A.N.G."
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8211] BERUFE DER MONTAGE V. MECH. BAUTEILEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8212] BERUFE , MONTAGE ELEKTR./ELEKTRON. GER."
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8219] MONTAGEBERUFE, A.N.G."
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8311] LOKOMOTIVFUEHRER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8322] PERSONENKRAFTWAGEN-/TAXIFAHRER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8331] BUSFAHRER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8332] FAHRER/-INNEN SCHWERER LASTKRAFTWAGEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8342] FUEHRER/-INNEN ERDBEWEGUNGMASCHINEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8344] GABELSTAPLERFAHRER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[8350] DECKSPERSONAL AUF SCHIFFEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[9111] REINIGUNGSPERS. IN PRIVATHAUSHALTEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[9112] REINIGUNGSPERS. IN BUEROS/HOTELS"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[9121] HANDWAESCHER/-INNEN U. HANDBUEGLER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[9123] FENSTERPUTZER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[9129] SONST. REINIGUNGSPERSONAL"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[9213] HILFSARBEITER/-INNEN, ACKERBAU/TIERHALT."
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[9214] HILFSARBEITER/-INNEN, GARTENBAU"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[9312] HILFSARBEITER/-INNEN, TIEFBAU"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[9313] HILFSARBEITER/-INNEN, HOCHBAU"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[9329] HILFSARBEITER/-INNEN, HERST., A.N.G."
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[9333] FRACHTARBEITER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[9334] REGALBETREUER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[9412] KUECHENHILFEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[9611] ARBEITER/-INNEN, ABFALLSAMMLUNG"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[9613] STRASSENKEHRER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[9621] PAKETAUSLIEFERER/-INNEN"
"225";"isco08";"BEFR.: JETZIGER BERUF, ISCO 2008";"[9629] HILFSARBEITSKRAEFTE, A.N.G."
"226";"siops08";"BEFR.: JETZIGER BERUF, SIOPS I08";"[-32] NICHT GENERIERBAR"
"226";"siops08";"BEFR.: JETZIGER BERUF, SIOPS I08";"[-10] TNZ: FILTER"
"227";"isei08";"BEFR.: ISEI NACH GANZEBOOM I08";"[-32] NICHT GENERIERBAR"
"227";"isei08";"BEFR.: ISEI NACH GANZEBOOM I08";"[-10] TNZ: FILTER"
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[-32] NICHT GENERIERBAR"
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[1] EMPLOYED, NO GROUP"
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[2] UNEMPLOYED, NO GROUP"
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[11] HIGHER MG. SELF-EMP."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[12] LOWER MG. SELF-EMP."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[13] HIGHER MG. EMPLOYEES"
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[14] LOWER MG. EMPLOYEES"
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[21] SCIENCE/ICT PROF."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[22] HEALTH PROFESSIONALS"
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[23] BUSINESS PROF."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[24] LEGAL/SOCIAL PROF."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[25] TEACHING PROF."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[31] TECHNICIANS"
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[32] HEALTH ASS. PROF."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[33] BUSINESS ASS. PROF."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[34] LEGAL/SOCIAL ASS.PRO"
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[41] AGRIC. SELF-EMPLOYED"
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[42] SELF-EMPLOYED TECHN."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[43] CRAFT ETC. SELF-EMP."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[51] GENERAL CLERKS"
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[52] CUSTOMER SERVICE CL."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[53] PERSONAL CARE EMP."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[54] PROTECTIVE SERVICES"
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[61] BUILDING EMPLOYEES"
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[62] FOOD PROCESSING ETC."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[63] METAL/MACHINERY ETC."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[64] STATIONARY PLANT OP."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[65] MOBILE PLANT OP."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[71] SERVICE/SALES EMP."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[72] BLUE COLLAR EMP."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[73] CLEANERS AND HELPERS"
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[74] AGRICULTURAL EMP."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[80] RETIRED PERSONS"
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[81] RETIRED MANAGERS"
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[82] RETIRED PROF."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[83] RETIRED TECHNICIANS"
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[84] R. ENTREPRENEURS"
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[85] RETIRED CLERKS"
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[86] R. INDUSTRIAL EMP."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[87] R. LOWER STATUS EMP."
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[91] STUDENTS"
"228";"eseg";"BEFR.: SOZIO-OEKONOMISCHE GRUPPE (ESEG)";"[99] OTHER INACTIVE"
"229";"dw07";"IM OEFFENTLICHEN DIENST TAETIG?";"[-42] DATENFEHLER: MFN"
"229";"dw07";"IM OEFFENTLICHEN DIENST TAETIG?";"[-41] DATENFEHLER"
"229";"dw07";"IM OEFFENTLICHEN DIENST TAETIG?";"[-10] TNZ: FILTER"
"229";"dw07";"IM OEFFENTLICHEN DIENST TAETIG?";"[-9] KEINE ANGABE"
"229";"dw07";"IM OEFFENTLICHEN DIENST TAETIG?";"[1] JA"
"229";"dw07";"IM OEFFENTLICHEN DIENST TAETIG?";"[2] NEIN"
"230";"dw15";"BEFRAGTER: ARBEITSSTUNDEN PRO WOCHE";"[-42] DATENFEHLER: MFN"
"230";"dw15";"BEFRAGTER: ARBEITSSTUNDEN PRO WOCHE";"[-41] DATENFEHLER"
"230";"dw15";"BEFRAGTER: ARBEITSSTUNDEN PRO WOCHE";"[-10] TNZ: FILTER"
"230";"dw15";"BEFRAGTER: ARBEITSSTUNDEN PRO WOCHE";"[-9] KEINE ANGABE"
"231";"dw10";"BERUFLICHE AUFSICHTSFUNKTION, BEFR.?";"[-42] DATENFEHLER: MFN"
"231";"dw10";"BERUFLICHE AUFSICHTSFUNKTION, BEFR.?";"[-41] DATENFEHLER"
"231";"dw10";"BERUFLICHE AUFSICHTSFUNKTION, BEFR.?";"[-10] TNZ: FILTER"
"231";"dw10";"BERUFLICHE AUFSICHTSFUNKTION, BEFR.?";"[-9] KEINE ANGABE"
"231";"dw10";"BERUFLICHE AUFSICHTSFUNKTION, BEFR.?";"[1] JA"
"231";"dw10";"BERUFLICHE AUFSICHTSFUNKTION, BEFR.?";"[2] NEIN"
"232";"dw16";"FURCHT: STELLUNGSVERLUST, ARBEITNEHMER";"[-42] DATENFEHLER: MFN"
"232";"dw16";"FURCHT: STELLUNGSVERLUST, ARBEITNEHMER";"[-41] DATENFEHLER"
"232";"dw16";"FURCHT: STELLUNGSVERLUST, ARBEITNEHMER";"[-10] TNZ: FILTER"
"232";"dw16";"FURCHT: STELLUNGSVERLUST, ARBEITNEHMER";"[-9] KEINE ANGABE"
"232";"dw16";"FURCHT: STELLUNGSVERLUST, ARBEITNEHMER";"[1] NEIN"
"232";"dw16";"FURCHT: STELLUNGSVERLUST, ARBEITNEHMER";"[2] JA,ARBEITSLOS WERDEN"
"232";"dw16";"FURCHT: STELLUNGSVERLUST, ARBEITNEHMER";"[3] JA,STELLE WECHSELN"
"233";"dw17";"FURCHT: BETRIEBSVERLUST, SELBSTAENDIGE";"[-41] DATENFEHLER"
"233";"dw17";"FURCHT: BETRIEBSVERLUST, SELBSTAENDIGE";"[-10] TNZ: FILTER"
"233";"dw17";"FURCHT: BETRIEBSVERLUST, SELBSTAENDIGE";"[-9] KEINE ANGABE"
"233";"dw17";"FURCHT: BETRIEBSVERLUST, SELBSTAENDIGE";"[1] NEIN"
